13:56:55.648881 IP 192.168.15.128 > 8.8.8.8: ICMP echo request, id 13086, seq 1597, length 64
13:56:55.731572 IP 8.8.8.8 > 192.168.15.128: ICMP echo reply, id 13086, seq 1597, length 64
13:56:56.658223 IP 192.168.15.128 > 8.8.8.8: ICMP echo request, id 13086, seq 1598, length 64
13:56:56.811808 IP 8.8.8.8 > 192.168.15.128: ICMP echo reply, id 13086, seq 1598, length 64
13:56:57.667706 IP 192.168.15.128 > 8.8.8.8: ICMP echo request, id 13086, seq 1599, length 64
13:56:57.939268 IP 8.8.8.8 > 192.168.15.128: ICMP echo reply, id 13086, seq 1599, length 64
13:56:58.677487 IP 192.168.15.128 > 8.8.8.8: ICMP echo request, id 13086, seq 1600, length 64
13:56:58.907756 IP 8.8.8.8 > 192.168.15.128: ICMP echo reply, id 13086, seq 1600, length 64
13:56:59.686995 IP 192.168.15.128 > 8.8.8.8: ICMP echo request, id 13086, seq 1601, length 64
13:56:59.786606 IP 8.8.8.8 > 192.168.15.128: ICMP echo reply, id 13086, seq 1601, length 64
13:57:00.696416 IP 192.168.15.128 > 8.8.8.8: ICMP echo request, id 13086, seq 1602, length 64
13:57:00.738961 IP 8.8.8.8 > 192.168.15.128: ICMP echo reply, id 13086, seq 1602, length 64
13:57:01.706718 IP 192.168.15.128 > 8.8.8.8: ICMP echo request, id 13086, seq 1603, length 64
13:57:01.857094 IP 8.8.8.8 > 192.168.15.128: ICMP echo reply, id 13086, seq 1603, length 64
13:57:02.251791 IP 192.168.15.130.netbios-ns > 192.168.15.2.netbios-ns: NBT UDP PACKET(137): REFRESH(8); REQUEST; UNICAST
13:57:02.716424 IP 192.168.15.128 > 8.8.8.8: ICMP echo request, id 13086, seq 1604, length 64
13:57:02.808966 IP 8.8.8.8 > 192.168.15.128: ICMP echo reply, id 13086, seq 1604, length 64
13:57:03.725657 IP 192.168.15.128 > 8.8.8.8: ICMP echo request, id 13086, seq 1605, length 64
13:57:03.752074 IP 192.168.15.130.netbios-ns > 192.168.15.2.netbios-ns: NBT UDP PACKET(137): REFRESH(8); REQUEST; UNICAST
13:57:03.809046 IP 8.8.8.8 > 192.168.15.128: ICMP echo reply, id 13086, seq 1605, length 64
13:57:04.735403 IP 192.168.15.128 > 8.8.8.8: ICMP echo request, id 13086, seq 1606, length 64
13:57:04.784950 IP 8.8.8.8 > 192.168.15.128: ICMP echo reply, id 13086, seq 1606, length 64
13:57:05.252208 IP 192.168.15.130.netbios-ns > 192.168.15.2.netbios-ns: NBT UDP PACKET(137): REFRESH(8); REQUEST; UNICAST
13:57:05.745012 IP 192.168.15.128 > 8.8.8.8: ICMP echo request, id 13086, seq 1607, length 64
13:57:05.916001 IP 8.8.8.8 > 192.168.15.128: ICMP echo reply, id 13086, seq 1607, length 64
13:57:06.210332 ARP, Request who-has 192.168.15.130 (Broadcast) tell 192.168.15.129, length 46
13:57:06.210800 ARP, Reply 192.168.15.130 is-at 00:0c:29:66:2d:38 (oui Unknown), length 46
13:57:06.411450 IP 192.168.15.129.39610 > 192.168.15.2.domain: 52926+ PTR? 130.15.168.192.in-addr.arpa. (45)
13:57:06.415896 IP 192.168.15.2.domain > 192.168.15.129.39610: 52926 NXDomain 0/0/0 (45)
13:57:06.416662 ARP, Request who-has 192.168.15.130 tell 192.168.15.129, length 46
13:57:06.416977 ARP, Reply 192.168.15.130 is-at 00:0c:29:66:2d:38 (oui Unknown), length 46
13:57:06.417246 IP 192.168.15.129.64613 > 192.168.15.130.1720: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.847558 IP 192.168.15.129.64613 > 192.168.15.130.1062: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.847614 IP 192.168.15.129.64613 > 192.168.15.130.1029: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.847699 IP 192.168.15.129.64613 > 192.168.15.130.webster: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.847768 IP 192.168.15.129.64613 > 192.168.15.130.1503: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.847778 IP 192.168.15.129.64613 > 192.168.15.130.9876: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.847832 IP 192.168.15.129.64613 > 192.168.15.130.search: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.848064 IP 192.168.15.130.14000 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.848230 IP 192.168.15.130.8899 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.848554 IP 192.168.15.130.1049 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.848677 IP 192.168.15.130.524 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.848806 IP 192.168.15.130.425 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.849008 IP 192.168.15.130.5054 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.849249 IP 192.168.15.130.2106 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.849568 IP 192.168.15.130.5922 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.849684 IP 192.168.15.130.55555 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.849754 IP 192.168.15.130.1666 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.850269 IP 192.168.15.130.3268 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.850385 IP 192.168.15.129.64613 > 192.168.15.130.1900: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.850478 IP 192.168.15.129.64613 > 192.168.15.130.20031: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.850488 IP 192.168.15.129.64613 > 192.168.15.130.9943: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.850554 IP 192.168.15.129.64613 > 192.168.15.130.1533: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.850564 IP 192.168.15.129.64613 > 192.168.15.130.1840: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.850632 IP 192.168.15.129.64613 > 192.168.15.130.3371: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.850641 IP 192.168.15.129.64613 > 192.168.15.130.proofd: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.850694 IP 192.168.15.129.64613 > 192.168.15.130.5718: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.850703 IP 192.168.15.129.64613 > 192.168.15.130.8649: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.850757 IP 192.168.15.129.64613 > 192.168.15.130.mmcc: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.850767 IP 192.168.15.129.64613 > 192.168.15.130.7999: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.850826 IP 192.168.15.129.64613 > 192.168.15.130.5631: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.850835 IP 192.168.15.129.64613 > 192.168.15.130.6839: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.850892 IP 192.168.15.129.64613 > 192.168.15.130.4567: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.850902 IP 192.168.15.129.64613 > 192.168.15.130.1112: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.850960 IP 192.168.15.129.64613 > 192.168.15.130.407: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.851021 IP 192.168.15.130.4449 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.851107 IP 192.168.15.129.64613 > 192.168.15.130.gopher: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.851169 IP 192.168.15.129.64613 > 192.168.15.130.5911: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.851216 IP 192.168.15.129.64613 > 192.168.15.130.10616: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.851271 IP 192.168.15.129.64613 > 192.168.15.130.afs3-callback: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.851280 IP 192.168.15.129.64613 > 192.168.15.130.27000: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.851333 IP 192.168.15.129.64613 > 192.168.15.130.4343: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.851342 IP 192.168.15.129.64613 > 192.168.15.130.1058: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.851395 IP 192.168.15.129.64613 > 192.168.15.130.2009: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.851449 IP 192.168.15.130.2040 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.851767 IP 192.168.15.129.64613 > 192.168.15.130.32783: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.852129 IP 192.168.15.129.64613 > 192.168.15.130.1417: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.852146 IP 192.168.15.129.64613 > 192.168.15.130.8100: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.852484 IP 192.168.15.129.64613 > 192.168.15.130.8290: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.852505 IP 192.168.15.129.64613 > 192.168.15.130.711: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.852565 IP 192.168.15.129.64613 > 192.168.15.130.24444: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.852575 IP 192.168.15.129.64613 > 192.168.15.130.903: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.852629 IP 192.168.15.129.64613 > 192.168.15.130.bacula-dir: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.852638 IP 192.168.15.129.64613 > 192.168.15.130.nrpe: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.852699 IP 192.168.15.129.64613 > 192.168.15.130.62078: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.852777 IP 192.168.15.130.1043 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.852910 IP 192.168.15.129.64613 > 192.168.15.130.1009: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.852981 IP 192.168.15.129.64613 > 192.168.15.130.tcpmux: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.853079 IP 192.168.15.129.64613 > 192.168.15.130.2909: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.853163 IP 192.168.15.129.64613 > 192.168.15.130.32785: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.853586 IP 192.168.15.129.64613 > 192.168.15.130.9998: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.853690 IP 192.168.15.129.64613 > 192.168.15.130.50389: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.853826 IP 192.168.15.129.64613 > 192.168.15.130.65389: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.853909 IP 192.168.15.129.64613 > 192.168.15.130.40193: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.853918 IP 192.168.15.129.64613 > 192.168.15.130.1309: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.853974 IP 192.168.15.129.64613 > 192.168.15.130.1038: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.853988 IP 192.168.15.129.64613 > 192.168.15.130.kerberos-adm: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.854044 IP 192.168.15.129.64613 > 192.168.15.130.snmp: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.854053 IP 192.168.15.129.64613 > 192.168.15.130.8099: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.854106 IP 192.168.15.129.64613 > 192.168.15.130.3052: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.854171 IP 192.168.15.130.9010 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.854293 IP 192.168.15.129.64613 > 192.168.15.130.9099: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.854360 IP 192.168.15.129.64613 > 192.168.15.130.84: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.854973 IP 192.168.15.130.14238 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.855089 IP 192.168.15.130.8994 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.855252 IP 192.168.15.130.1998 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.855853 IP 192.168.15.130.23502 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.855967 IP 192.168.15.130.8180 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.856024 IP 192.168.15.130.5004 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.856403 IP 192.168.15.130.1864 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.856517 IP 192.168.15.130.1105 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.856684 IP 192.168.15.130.63331 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.856923 IP 192.168.15.130.rootd > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.857039 IP 192.168.15.129.64613 > 192.168.15.130.1583: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.857264 IP 192.168.15.129.64613 > 192.168.15.130.5226: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.857284 IP 192.168.15.129.64613 > 192.168.15.130.isakmp: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.857351 IP 192.168.15.129.64613 > 192.168.15.130.1185: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.857361 IP 192.168.15.129.64613 > 192.168.15.130.64623: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.857417 IP 192.168.15.129.64613 > 192.168.15.130.85: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.857652 IP 192.168.15.129.64613 > 192.168.15.130.1783: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.857763 IP 192.168.15.129.64613 > 192.168.15.130.1039: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.857773 IP 192.168.15.129.64613 > 192.168.15.130.2500: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.857830 IP 192.168.15.129.64613 > 192.168.15.130.3333: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.857839 IP 192.168.15.129.64613 > 192.168.15.130.6668: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.857900 IP 192.168.15.129.64613 > 192.168.15.130.12000: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.857910 IP 192.168.15.129.64613 > 192.168.15.130.3017: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.857963 IP 192.168.15.129.64613 > 192.168.15.130.912: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.858070 IP 192.168.15.130.6543 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.858172 IP 192.168.15.129.64613 > 192.168.15.130.1244: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.858257 IP 192.168.15.129.64613 > 192.168.15.130.1126: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.858268 IP 192.168.15.129.64613 > 192.168.15.130.kshell: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.858326 IP 192.168.15.129.64613 > 192.168.15.130.301: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.858336 IP 192.168.15.129.64613 > 192.168.15.130.705: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.858389 IP 192.168.15.129.64613 > 192.168.15.130.2020: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.858398 IP 192.168.15.129.64613 > 192.168.15.130.2008: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.858451 IP 192.168.15.129.64613 > 192.168.15.130.51493: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.858502 IP 192.168.15.130.1461 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.858589 IP 192.168.15.129.64613 > 192.168.15.130.1658: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.858646 IP 192.168.15.129.64613 > 192.168.15.130.xmpp-client: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.858656 IP 192.168.15.129.64613 > 192.168.15.130.667: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.858711 IP 192.168.15.129.64613 > 192.168.15.130.1040: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.859162 IP 192.168.15.130.msnp > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.859324 IP 192.168.15.129.64613 > 192.168.15.130.49163: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.859383 IP 192.168.15.129.64613 > 192.168.15.130.27356: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.859389 IP 192.168.15.129.64613 > 192.168.15.130.8291: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.859425 IP 192.168.15.129.64613 > 192.168.15.130.5910: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.859431 IP 192.168.15.129.64613 > 192.168.15.130.2394: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.859466 IP 192.168.15.129.64613 > 192.168.15.130.1801: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.859830 IP 192.168.15.130.3013 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.859898 IP 192.168.15.130.1000 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.859948 IP 192.168.15.129.64613 > 192.168.15.130.32771: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.860006 IP 192.168.15.129.64613 > 192.168.15.130.1028: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.860012 IP 192.168.15.129.64613 > 192.168.15.130.x11: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.860056 IP 192.168.15.129.64613 > 192.168.15.130.55056: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.860062 IP 192.168.15.129.64613 > 192.168.15.130.ldap: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.860097 IP 192.168.15.129.64613 > 192.168.15.130.16992: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.860104 IP 192.168.15.129.64613 > 192.168.15.130.ipp: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.860138 IP 192.168.15.129.64613 > 192.168.15.130.1164: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.860144 IP 192.168.15.129.64613 > 192.168.15.130.1216: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.860179 IP 192.168.15.129.64613 > 192.168.15.130.2800: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.860185 IP 192.168.15.129.64613 > 192.168.15.130.1107: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.860225 IP 192.168.15.129.64613 > 192.168.15.130.1218: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.860232 IP 192.168.15.129.64613 > 192.168.15.130.5000: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.860267 IP 192.168.15.129.64613 > 192.168.15.130.8400: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.860274 IP 192.168.15.129.64613 > 192.168.15.130.898: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.860308 IP 192.168.15.129.64613 > 192.168.15.130.6779: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.860341 IP 192.168.15.130.5989 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.860455 IP 192.168.15.129.64613 > 192.168.15.130.8333: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.860510 IP 192.168.15.129.64613 > 192.168.15.130.5959: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:24.860541 IP 192.168.15.130.545 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.860711 IP 192.168.15.130.18101 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.861245 IP 192.168.15.130.11111 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.861318 IP 192.168.15.130.1862 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.861461 IP 192.168.15.130.5877 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.861500 IP 192.168.15.130.radius > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.861544 IP 192.168.15.130.8222 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.861832 IP 192.168.15.130.ftps > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.861904 IP 192.168.15.130.1805 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.861940 IP 192.168.15.130.1102 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.861978 IP 192.168.15.130.5510 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.862055 IP 192.168.15.130.telnets > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.862249 IP 192.168.15.130.8022 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.862367 IP 192.168.15.130.7778 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.862413 IP 192.168.15.130.10628 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.862540 IP 192.168.15.130.9618 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.862645 IP 192.168.15.130.9503 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.862690 IP 192.168.15.130.aol > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.862815 IP 192.168.15.130.6580 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.862919 IP 192.168.15.130.3878 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.863012 IP 192.168.15.130.ms-sql-s > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.863105 IP 192.168.15.130.15003 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.863196 IP 192.168.15.130.2006 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.863306 IP 192.168.15.130.3390 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.863376 IP 192.168.15.130.search > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.863464 IP 192.168.15.130.1900 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.863567 IP 192.168.15.130.20031 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.863645 IP 192.168.15.130.9943 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.863731 IP 192.168.15.130.1533 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.863902 IP 192.168.15.130.1840 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.864065 IP 192.168.15.130.3371 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.864158 IP 192.168.15.130.proofd > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.864332 IP 192.168.15.130.5718 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.864343 IP 192.168.15.130.8649 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.864461 IP 192.168.15.130.mmcc > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.864475 IP 192.168.15.130.7999 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.864609 IP 192.168.15.130.5631 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.864620 IP 192.168.15.130.6839 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.864755 IP 192.168.15.130.4567 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.864867 IP 192.168.15.130.1112 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.864939 IP 192.168.15.130.407 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.865151 IP 192.168.15.130.gopher > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.865295 IP 192.168.15.130.5911 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.865306 IP 192.168.15.130.10616 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:24.866700 IP 192.168.15.129.64613 > 192.168.15.130.16080: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
