17:07:52.589779 ARP, Request who-has 192.168.15.130 (Broadcast) tell 192.168.15.129, length 46
17:07:52.590913 ARP, Reply 192.168.15.130 is-at 00:0c:29:66:2d:38 (oui Unknown), length 46
17:07:52.791662 IP 192.168.15.129.36294 > 192.168.15.2.domain: 6776+ PTR? 130.15.168.192.in-addr.arpa. (45)
17:07:52.804941 IP 192.168.15.2.domain > 192.168.15.129.36294: 6776 NXDomain 0/0/0 (45)
17:07:52.806720 IP 192.168.15.129.36884 > 192.168.15.130.loc-srv: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.543553 IP 192.168.15.129.36884 > 192.168.15.130.1036: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.543563 IP 192.168.15.129.36884 > 192.168.15.130.9050: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.543687 IP 192.168.15.129.36884 > 192.168.15.130.6839: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.543696 IP 192.168.15.129.36884 > 192.168.15.130.5431: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.543916 IP 192.168.15.129.36884 > 192.168.15.130.7106: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.543990 IP 192.168.15.129.36884 > 192.168.15.130.1038: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.544049 IP 192.168.15.129.36884 > 192.168.15.130.61532: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.544058 IP 192.168.15.129.36884 > 192.168.15.130.55056: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.544113 IP 192.168.15.129.36884 > 192.168.15.130.32781: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.544122 IP 192.168.15.129.36884 > 192.168.15.130.3703: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.544177 IP 192.168.15.129.36884 > 192.168.15.130.8222: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.544186 IP 192.168.15.129.36884 > 192.168.15.130.2160: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.544240 IP 192.168.15.129.36884 > 192.168.15.130.3551: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.544249 IP 192.168.15.129.36884 > 192.168.15.130.19315: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.544304 IP 192.168.15.129.36884 > 192.168.15.130.1060: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.544313 IP 192.168.15.129.36884 > 192.168.15.130.5915: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.544406 IP 192.168.15.130.8000 > 192.168.15.129.36884: Flags [R.], seq 0, ack 2929750037, win 0, length 0
17:07:55.544495 IP 192.168.15.129.36884 > 192.168.15.130.5101: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.544504 IP 192.168.15.129.36884 > 192.168.15.130.7676: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.544618 IP 192.168.15.129.36884 > 192.168.15.130.1322: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.544642 IP 192.168.15.129.36884 > 192.168.15.130.9010: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.544706 IP 192.168.15.129.36884 > 192.168.15.130.ldaps: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.544717 IP 192.168.15.129.36884 > 192.168.15.130.7443: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.544772 IP 192.168.15.129.36884 > 192.168.15.130.1091: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.544781 IP 192.168.15.129.36884 > 192.168.15.130.9415: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.544886 IP 192.168.15.130.2042 > 192.168.15.129.36884: Flags [R.], seq 0, ack 2929750037, win 0, length 0
17:07:55.545129 IP 192.168.15.130.5221 > 192.168.15.129.36884: Flags [R.], seq 0, ack 2929750037, win 0, length 0
17:07:55.545722 IP 192.168.15.130.5544 > 192.168.15.129.36884: Flags [R.], seq 0, ack 2929750037, win 0, length 0
17:07:55.545839 IP 192.168.15.130.urd > 192.168.15.129.36884: Flags [R.], seq 0, ack 2929750037, win 0, length 0
17:07:55.545895 IP 192.168.15.130.1801 > 192.168.15.129.36884: Flags [R.], seq 0, ack 2929750037, win 0, length 0
17:07:55.546201 IP 192.168.15.130.1108 > 192.168.15.129.36884: Flags [R.], seq 0, ack 2929750037, win 0, length 0
17:07:55.546290 IP 192.168.15.130.26 > 192.168.15.129.36884: Flags [R.], seq 0, ack 2929750037, win 0, length 0
17:07:55.546501 IP 192.168.15.130.3580 > 192.168.15.129.36884: Flags [R.], seq 0, ack 2929750037, win 0, length 0
17:07:55.546585 IP 192.168.15.130.524 > 192.168.15.129.36884: Flags [R.], seq 0, ack 2929750037, win 0, length 0
17:07:55.547012 IP 192.168.15.130.login > 192.168.15.129.36884: Flags [R.], seq 0, ack 2929750037, win 0, length 0
17:07:55.547102 IP 192.168.15.130.4567 > 192.168.15.129.36884: Flags [R.], seq 0, ack 2929750037, win 0, length 0
17:07:55.547531 IP 192.168.15.130.20222 > 192.168.15.129.36884: Flags [R.], seq 0, ack 2929750037, win 0, length 0
17:07:55.547644 IP 192.168.15.130.34571 > 192.168.15.129.36884: Flags [R.], seq 0, ack 2929750037, win 0, length 0
17:07:55.547748 IP 192.168.15.129.36884 > 192.168.15.130.1089: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.547758 IP 192.168.15.129.36884 > 192.168.15.130.gsigatekeeper: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.547819 IP 192.168.15.129.36884 > 192.168.15.130.24: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.547829 IP 192.168.15.129.36884 > 192.168.15.130.8042: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.547885 IP 192.168.15.129.36884 > 192.168.15.130.50636: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.547894 IP 192.168.15.129.36884 > 192.168.15.130.4443: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.547990 IP 192.168.15.129.36884 > 192.168.15.130.1974: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.548000 IP 192.168.15.129.36884 > 192.168.15.130.7921: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.548064 IP 192.168.15.129.36884 > 192.168.15.130.8899: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.548073 IP 192.168.15.129.36884 > 192.168.15.130.9081: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.548133 IP 192.168.15.129.36884 > 192.168.15.130.kshell: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.548143 IP 192.168.15.129.36884 > 192.168.15.130.65389: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.548203 IP 192.168.15.129.36884 > 192.168.15.130.1062: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.548212 IP 192.168.15.129.36884 > 192.168.15.130.1687: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.548266 IP 192.168.15.129.36884 > 192.168.15.130.2251: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.548286 IP 192.168.15.129.36884 > 192.168.15.130.9594: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.548348 IP 192.168.15.129.36884 > 192.168.15.130.25735: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.548358 IP 192.168.15.129.36884 > 192.168.15.130.63331: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.548472 IP 192.168.15.130.1501 > 192.168.15.129.36884: Flags [R.], seq 0, ack 2929750037, win 0, length 0
17:07:55.548543 IP 192.168.15.130.3371 > 192.168.15.129.36884: Flags [R.], seq 0, ack 2929750037, win 0, length 0
17:07:55.548629 IP 192.168.15.129.36884 > 192.168.15.130.5030: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.548639 IP 192.168.15.129.36884 > 192.168.15.130.3013: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.548699 IP 192.168.15.129.36884 > 192.168.15.130.1022: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.548708 IP 192.168.15.129.36884 > 192.168.15.130.1213: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.548766 IP 192.168.15.129.36884 > 192.168.15.130.50003: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.548775 IP 192.168.15.129.36884 > 192.168.15.130.44442: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.548837 IP 192.168.15.129.36884 > 192.168.15.130.2040: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.548846 IP 192.168.15.129.36884 > 192.168.15.130.5298: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.548900 IP 192.168.15.129.36884 > 192.168.15.130.6668: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.548909 IP 192.168.15.129.36884 > 192.168.15.130.3003: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.549066 IP 192.168.15.129.36884 > 192.168.15.130.3011: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.549076 IP 192.168.15.129.36884 > 192.168.15.130.proofd: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.549179 IP 192.168.15.129.36884 > 192.168.15.130.8400: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.549254 IP 192.168.15.129.36884 > 192.168.15.130.msnp: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.549349 IP 192.168.15.129.36884 > 192.168.15.130.22939: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.549366 IP 192.168.15.129.36884 > 192.168.15.130.8007: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.549424 IP 192.168.15.129.36884 > 192.168.15.130.4321: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.549434 IP 192.168.15.129.36884 > 192.168.15.130.52848: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.549489 IP 192.168.15.129.36884 > 192.168.15.130.3878: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.549498 IP 192.168.15.129.36884 > 192.168.15.130.49152: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.549616 IP 192.168.15.130.10566 > 192.168.15.129.36884: Flags [R.], seq 0, ack 2929750037, win 0, length 0
17:07:55.549764 IP 192.168.15.130.5679 > 192.168.15.129.36884: Flags [R.], seq 0, ack 2929750037, win 0, length 0
17:07:55.549958 IP 192.168.15.129.36884 > 192.168.15.130.6789: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.550167 IP 192.168.15.129.36884 > 192.168.15.130.1076: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.550259 IP 192.168.15.129.36884 > 192.168.15.130.5631: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.550269 IP 192.168.15.129.36884 > 192.168.15.130.3826: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.550325 IP 192.168.15.129.36884 > 192.168.15.130.rfe: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.550335 IP 192.168.15.129.36884 > 192.168.15.130.12265: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.550392 IP 192.168.15.129.36884 > 192.168.15.130.3031: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.550402 IP 192.168.15.129.36884 > 192.168.15.130.3880: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.550455 IP 192.168.15.129.36884 > 192.168.15.130.8085: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.550464 IP 192.168.15.129.36884 > 192.168.15.130.moira-update: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.550534 IP 192.168.15.129.36884 > 192.168.15.130.iscsi-target: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.550544 IP 192.168.15.129.36884 > 192.168.15.130.416: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.550646 IP 192.168.15.130.3323 > 192.168.15.129.36884: Flags [R.], seq 0, ack 2929750037, win 0, length 0
17:07:55.550704 IP 192.168.15.130.7435 > 192.168.15.129.36884: Flags [R.], seq 0, ack 2929750037, win 0, length 0
17:07:55.550756 IP 192.168.15.130.xtell > 192.168.15.129.36884: Flags [R.], seq 0, ack 2929750037, win 0, length 0
17:07:55.551209 IP 192.168.15.130.31337 > 192.168.15.129.36884: Flags [R.], seq 0, ack 2929750037, win 0, length 0
17:07:55.551320 IP 192.168.15.130.1216 > 192.168.15.129.36884: Flags [R.], seq 0, ack 2929750037, win 0, length 0
17:07:55.551382 IP 192.168.15.130.6666 > 192.168.15.129.36884: Flags [R.], seq 0, ack 2929750037, win 0, length 0
17:07:55.551436 IP 192.168.15.130.25734 > 192.168.15.129.36884: Flags [R.], seq 0, ack 2929750037, win 0, length 0
17:07:55.551834 IP 192.168.15.130.1218 > 192.168.15.129.36884: Flags [R.], seq 0, ack 2929750037, win 0, length 0
17:07:55.551950 IP 192.168.15.130.nfs > 192.168.15.129.36884: Flags [R.], seq 0, ack 2929750037, win 0, length 0
17:07:55.552052 IP 192.168.15.130.5825 > 192.168.15.129.36884: Flags [R.], seq 0, ack 2929750037, win 0, length 0
17:07:55.552105 IP 192.168.15.130.2103 > 192.168.15.129.36884: Flags [R.], seq 0, ack 2929750037, win 0, length 0
17:07:55.552159 IP 192.168.15.130.2909 > 192.168.15.129.36884: Flags [R.], seq 0, ack 2929750037, win 0, length 0
17:07:55.552601 IP 192.168.15.130.9535 > 192.168.15.129.36884: Flags [R.], seq 0, ack 2929750037, win 0, length 0
17:07:55.552706 IP 192.168.15.130.1328 > 192.168.15.129.36884: Flags [R.], seq 0, ack 2929750037, win 0, length 0
17:07:55.552766 IP 192.168.15.130.2710 > 192.168.15.129.36884: Flags [R.], seq 0, ack 2929750037, win 0, length 0
17:07:55.552831 IP 192.168.15.130.82 > 192.168.15.129.36884: Flags [R.], seq 0, ack 2929750037, win 0, length 0
17:07:55.552887 IP 192.168.15.130.1104 > 192.168.15.129.36884: Flags [R.], seq 0, ack 2929750037, win 0, length 0
17:07:55.552938 IP 192.168.15.130.801 > 192.168.15.129.36884: Flags [R.], seq 0, ack 2929750037, win 0, length 0
17:07:55.553033 IP 192.168.15.129.36884 > 192.168.15.130.8994: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.553043 IP 192.168.15.129.36884 > 192.168.15.130.7627: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.553123 IP 192.168.15.129.36884 > 192.168.15.130.9618: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.553132 IP 192.168.15.129.36884 > 192.168.15.130.2701: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.553188 IP 192.168.15.129.36884 > 192.168.15.130.1029: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.553198 IP 192.168.15.129.36884 > 192.168.15.130.1972: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.553256 IP 192.168.15.129.36884 > 192.168.15.130.4279: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.553266 IP 192.168.15.129.36884 > 192.168.15.130.finger: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.553327 IP 192.168.15.129.36884 > 192.168.15.130.54328: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.553336 IP 192.168.15.129.36884 > 192.168.15.130.1149: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.553391 IP 192.168.15.129.36884 > 192.168.15.130.1217: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.553400 IP 192.168.15.129.36884 > 192.168.15.130.7019: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.553457 IP 192.168.15.129.36884 > 192.168.15.130.1248: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.553466 IP 192.168.15.129.36884 > 192.168.15.130.45100: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.553523 IP 192.168.15.129.36884 > 192.168.15.130.1287: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.553533 IP 192.168.15.129.36884 > 192.168.15.130.10024: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.553598 IP 192.168.15.129.36884 > 192.168.15.130.19350: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.553607 IP 192.168.15.129.36884 > 192.168.15.130.afs3-bos: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.553664 IP 192.168.15.129.36884 > 192.168.15.130.3221: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.553673 IP 192.168.15.129.36884 > 192.168.15.130.51493: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.553728 IP 192.168.15.129.36884 > 192.168.15.130.1443: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.553740 IP 192.168.15.129.36884 > 192.168.15.130.4445: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.553884 IP 192.168.15.129.36884 > 192.168.15.130.2809: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.553893 IP 192.168.15.129.36884 > 192.168.15.130.1030: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.554072 IP 192.168.15.129.36884 > 192.168.15.130.7402: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.554076 IP 192.168.15.129.36884 > 192.168.15.130.1000: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.554153 IP 192.168.15.129.36884 > 192.168.15.130.50006: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.554157 IP 192.168.15.129.36884 > 192.168.15.130.2222: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.554192 IP 192.168.15.129.36884 > 192.168.15.130.4848: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.554196 IP 192.168.15.129.36884 > 192.168.15.130.1521: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.554231 IP 192.168.15.129.36884 > 192.168.15.130.49155: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.554235 IP 192.168.15.129.36884 > 192.168.15.130.5959: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.554276 IP 192.168.15.129.36884 > 192.168.15.130.1169: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.554280 IP 192.168.15.129.36884 > 192.168.15.130.51103: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.554322 IP 192.168.15.130.7201 > 192.168.15.129.36884: Flags [R.], seq 0, ack 2929750037, win 0, length 0
17:07:55.554350 IP 192.168.15.130.888 > 192.168.15.129.36884: Flags [R.], seq 0, ack 2929750037, win 0, length 0
17:07:55.554372 IP 192.168.15.130.5101 > 192.168.15.129.36884: Flags [R.], seq 0, ack 2929750037, win 0, length 0
17:07:55.554394 IP 192.168.15.130.7676 > 192.168.15.129.36884: Flags [R.], seq 0, ack 2929750037, win 0, length 0
17:07:55.554416 IP 192.168.15.130.1322 > 192.168.15.129.36884: Flags [R.], seq 0, ack 2929750037, win 0, length 0
17:07:55.554438 IP 192.168.15.130.9010 > 192.168.15.129.36884: Flags [R.], seq 0, ack 2929750037, win 0, length 0
17:07:55.554459 IP 192.168.15.130.ldaps > 192.168.15.129.36884: Flags [R.], seq 0, ack 2929750037, win 0, length 0
17:07:55.554494 IP 192.168.15.129.36884 > 192.168.15.130.6059: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.554618 IP 192.168.15.129.36884 > 192.168.15.130.1009: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:55.554759 IP 192.168.15.130.7443 > 192.168.15.129.36884: Flags [R.], seq 0, ack 2929750037, win 0, length 0
17:07:55.554798 IP 192.168.15.130.1091 > 192.168.15.129.36884: Flags [R.], seq 0, ack 2929750037, win 0, length 0
17:07:55.554823 IP 192.168.15.130.9415 > 192.168.15.129.36884: Flags [R.], seq 0, ack 2929750037, win 0, length 0
